,yaw_dumbbell,pitch_dumbbell,roll_dumbbell,magnet_forearm_z,magnet_arm_z,magnet_arm_y,magnet_arm_x,accel_arm_z,accel_arm_y,accel_arm_x,gyros_arm_z,gyros_arm_y,gyros_arm_x,total_accel_arm,yaw_arm,pitch_arm,roll_arm,total_accel_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,magnet_forearm_y,magnet_forearm_x,accel_forearm_z,accel_forearm_y,accel_forearm_x,gyros_forearm_z,gyros_forearm_y,gyros_forearm_x,magnet_belt_z,total_accel_forearm,pitch_forearm,roll_forearm,magnet_dumbbell_z,magnet_dumbbell_y,magnet_dumbbell_x,accel_dumbbell_z,accel_dumbbell_y,accel_dumbbell_x,yaw_forearm,magnet_belt_y,accel_belt_z,total_accel_belt,magnet_belt_x,pitch_belt,num_window,roll_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,yaw_belt,labelA,labelB,labelC,labelD,labelE,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7
2011-12-05 11:23:54.288,-84.62798796125,-70.66695731625,13.087604120642254,474.125,512.875,338.75,-370.25,-123.25,110.25,-289.0,-0.00625,-0.0225,0.005,34.0,-162.0,18.950000000000006,-130.875,25.66666666666667,-0.0075,-0.015,-0.0025,657.0,-15.125,-214.25,204.0,191.0,-0.015,-0.0175,0.01875,-312.25,36.0,-63.71968501251723,25.049239278607878,-64.4967158928877,294.375,-556.625,-190.0,48.37389850980639,-156.33333333333334,-149.0,603.125,21.078499563570965,3.0,-3.625,7.405210239615768,15.668294722187975,1.2550343797800831,0.0,0.0,-0.02375,-19.618619253061,3.3425459108047564,-94.10633131445393,1,0,0,0,0,1.555663319656693,-0.17501141712586274,0.9472927317826327,-0.3110417955365616,-0.1591713118725183,-0.20462158296722516,-0.048642714027624656
2011-12-05 11:23:54.538,-84.51090301714284,-70.82603239142857,13.25261885944575,471.8571428571428,516.8571428571429,340.85714285714283,-367.0,-123.57142857142857,110.42857142857143,-289.0,-0.022857142857142857,-0.01857142857142857,0.014285714285714287,34.0,-162.0,18.642857142857142,-130.85714285714286,25.66666666666667,-0.002857142857142857,-0.028571428571428574,-0.002857142857142857,654.7142857142858,-14.428571428571427,-213.42857142857144,202.85714285714286,192.28571428571428,-0.004285714285714286,-0.008571428571428574,0.017142857142857144,-306.7142857142857,36.0,-63.73035336668609,24.7155281310269,-63.2487699333179,294.85714285714283,-555.4285714285714,-190.0,46.649448902574115,-156.33333333333334,-149.0,598.5714285714286,21.551031857942515,3.0,-4.428571428571429,7.3114492662877595,12.229273760620716,1.209382423134024,0.005714285714285714,0.0,-0.025714285714285717,-19.36425356328936,3.48786781548632,-94.09664034104057,1,0,0,0,0,1.5540390505552852,-0.17032566834530302,0.946835173292696,-0.3083768141598708,-0.14926364315251703,-0.20523250504843474,-0.04560336163813371
2011-12-05 11:23:54.788,-84.63810059999999,-70.72243713,13.277746144760494,468.75,512.0,337.0,-368.5,-122.5,110.25,-289.75,-0.01,-0.02,0.02,34.0,-162.0,18.225,-131.0,25.66666666666667,0.005,-0.025,-0.01,652.25,-8.5,-212.0,204.5,194.5,-0.015,0.03,0.0225,-310.0,36.0,-63.75858069162912,23.787372549885283,-64.4688232434319,293.25,-557.75,-190.0,47.04996349448022,-156.33333333333334,-148.0,604.25,22.175520792225594,3.0,-2.5,7.262491340012059,14.852136260173708,1.163690858660256,0.015,0.0,-0.022500000000000003,-18.88330074507322,3.3679087427677334,-94.10051891362447,1,0,0,0,0,1.548576938087096,-0.1743405150803385,0.9454985788333413,-0.30724985266083854,-0.14160832119795722,-0.20689801708680233,-0.04919957946869469
2011-12-05 11:23:55.038,-84.5676306425,-70.8281483,12.526268691505653,468.75,513.75,338.75,-369.5,-123.0,109.75,-288.75,-0.015,-0.02,0.0,34.0,-162.0,17.825,-131.0,25.66666666666667,0.0,-0.02,-0.005,656.25,-13.5,-213.75,201.25,191.5,0.02,-0.0475,0.045,-307.25,36.0,-63.45834264505507,23.518584216165713,-62.68594246054979,292.75,-555.75,-190.0,46.99613470616728,-156.33333333333334,-147.0,599.0,21.470076494616407,3.0,-4.0,7.317680736004036,15.749469970123547,1.1080941777963687,0.0225,0.0,-0.0275,-19.31858991359543,3.5943146752711974,-94.10213749480934,1,0,0,0,0,1.5498608417036028,-0.17198517924706816,0.9459812528785237,-0.3094466082329996,-0.14743995904984286,-0.20416053600362527,-0.041774586296018844
2011-12-05 11:23:55.288,-84.66583749399999,-70.72539922600001,13.3604677091835,466.4,514.2,341.8,-369.0,-123.2,110.4,-289.8,-0.012,-0.022,0.0,34.0,-162.0,17.78,-131.0,25.66666666666667,0.0,-0.02,-0.016,655.2,-12.6,-213.6,204.6,192.4,-0.022000000000000002,-0.022000000000000002,0.016,-307.2,36.0,-63.30625720232638,23.60077680382195,-60.433575953101844,293.4,-555.0,-190.0,45.74329893118495,-156.33333333333334,-147.0,602.6,21.64813149399203,3.0,0.4,7.400603356104501,12.822752159960196,1.0610722705446338,0.02,0.0,-0.024,-19.991842736046184,3.5112410215355707,-94.07536850119858,1,0,0,0,0,1.5505326103742292,-0.1737104686215215,0.9397161328811963,-0.31450167030506515,-0.15256435470166899,-0.19949449849886222,-0.04558225600554972
2011-12-05 11:23:55.538,-84.84445420416667,-70.60843663666667,12.67094865931747,468.08333333333326,514.8333333333334,335.75,-368.58333333333326,-123.0,109.83333333333331,-289.25,-0.0016666666666666668,-0.021666666666666664,0.011666666666666669,34.0,-162.0,17.575000000000006,-131.0,25.66666666666667,0.006666666666666667,-0.02083333333333333,-0.01,657.8333333333334,-12.666666666666664,-213.5833333333333,205.0833333333333,191.3333333333333,-0.013333333333333334,-0.021666666666666667,0.017499999999999998,-308.25,36.0,-63.37427892046635,23.58846527773908,-66.396323671924,290.8333333333333,-557.3333333333334,-190.0,46.48721810144191,-156.33333333333334,-147.0,603.0,22.487291969724822,3.0,-4.166666666666667,7.464415351642298,17.46417642497812,1.064595633049896,0.01833333333333333,0.0,-0.02833333333333334,-19.76066126905447,3.4309347815023354,-94.08203157595146,1,0,0,0,0,1.5541274014123905,-0.17724592551725418,0.9434990584385833,-0.3160895637908082,-0.17508518262868558,-0.20875572625820724,-0.04466862878184667
2011-12-05 11:23:55.788,-84.77852070666667,-70.63213877,12.402038081557192,464.0,517.3333333333334,340.0,-368.66666666666674,-123.33333333333331,109.33333333333331,-288.6666666666667,-0.03,0.0,0.0,34.0,-162.66666666666666,17.1,-132.0,25.66666666666667,0.0,-0.02,-0.006666666666666667,654.0,-16.0,-214.3333333333333,205.66666666666663,191.0,-0.02,0.013333333333333334,0.0,-306.0,36.0,-63.36631562613489,23.41460280708457,-70.2300496183685,293.0,-557.0,-190.0,45.950615318906465,-156.33333333333334,-147.0,601.6666666666666,23.115092318422185,3.0,-3.0,7.423974253076101,13.8780505436227,1.0321861366551788,0.006666666666666667,0.0,-0.02,-19.077286174833574,3.9013483541725757,-94.09056002438928,1,0,0,0,0,1.551435908378184,-0.1725756938299833,0.9449106098964491,-0.3192733441231119,-0.15477830921167926,-0.20382286922191487,-0.040991862255313545
2011-12-05 11:23:56.038,-84.93408988777777,-70.52274452666666,13.586078683518116,467.4444444444445,516.2222222222222,338.5555555555556,-365.33333333333326,-123.33333333333331,110.22222222222223,-287.8888888888889,-0.02555555555555556,-0.008888888888888889,0.004444444444444444,34.0,-163.0,16.977777777777774,-132.0,25.66666666666667,0.0,-0.017777777777777778,-0.011111111111111113,655.0,-10.222222222222221,-214.0,204.88888888888889,192.3333333333333,-0.022222222222222227,0.0022222222222222227,0.015555555555555553,-306.1111111111111,36.0,-63.42703798721431,22.783634686392464,-66.6427712545511,291.6666666666667,-558.7777777777778,-190.0,45.43644616799074,-156.33333333333334,-146.22222222222226,601.8888888888888,24.852723717632724,3.0,-3.111111111111111,7.424303436536344,14.58410373508459,1.0417382895243685,0.02,0.0022222222222222227,-0.026666666666666658,-19.47314394465456,3.857559638253846,-94.05638702845633,1,0,0,0,0,1.5522161775668026,-0.17423042942311978,0.9436272543249982,-0.32019701673608447,-0.16344552795748035,-0.20967871318970996,-0.03802718719542613
2011-12-05 11:23:56.288,-84.98879623142857,-70.43946793714284,12.010472726201655,467.0,513.7142857142857,336.0,-363.57142857142856,-122.57142857142857,109.57142857142857,-288.14285714285717,-0.01857142857142857,-0.014285714285714287,0.014285714285714287,34.0,-163.0,16.7,-132.57142857142858,25.66666666666667,-0.002857142857142857,-0.014285714285714287,-0.014285714285714287,654.2857142857142,-10.142857142857142,-214.0,205.85714285714286,193.57142857142856,-0.022857142857142857,-0.015714285714285715,0.015714285714285715,-307.14285714285717,36.142857142857146,-63.4757290578076,22.304291588331147,-64.72606302912345,293.85714285714283,-558.7142857142857,-190.0,46.81049967465326,-156.33333333333334,-146.14285714285714,603.2857142857142,24.814060041549023,3.0,-1.5714285714285714,7.410329692751837,19.817104742087526,1.153529345132831,0.005714285714285713,0.0,-0.0071428571428571435,-20.148256219005486,3.239499481653495,-94.07122425778616,1,0,0,0,0,1.5510703144518463,-0.17692892603507587,0.9434976734947029,-0.3222562430032626,-0.1694772468591642,-0.21464718381554518,-0.04190802165773624
2011-12-05 11:23:56.538,-85.01311291500002,-70.40764688333333,12.93388376079874,466.33333333333326,517.1666666666666,336.8333333333333,-364.83333333333326,-122.0,110.5,-287.8333333333333,-0.016666666666666666,-0.016666666666666666,0.013333333333333334,34.0,-163.0,16.316666666666666,-133.0,25.66666666666667,-0.01,-0.013333333333333334,0.021666666666666667,656.0,-10.666666666666666,-214.5,203.3333333333333,193.8333333333333,-0.04,-0.011666666666666669,-0.008333333333333333,-301.3333333333333,36.16666666666666,-63.49236760285168,22.134893516429088,-65.16180125712718,294.1666666666667,-558.0,-190.0,45.5167648787493,-156.33333333333334,-146.0,603.6666666666666,22.438476434686777,3.0,-5.833333333333332,7.192337471385619,11.549999548155935,1.1700133142000566,-0.006666666666666667,0.0033333333333333327,-0.03333333333333333,-19.554775944287652,3.016983195114358,-94.08342604526116,1,0,0,0,0,1.5549175718171107,-0.16978593813017778,0.9447673392700725,-0.3101562320001225,-0.16117971468044634,-0.22785617018382834,-0.04750827335741923
2011-12-05 11:23:56.788,-85.11195745142857,-70.30715515142856,13.847439456077266,469.1428571428572,513.4285714285714,333.14285714285717,-366.8571428571428,-122.85714285714286,110.71428571428572,-288.0,-0.01,-0.021428571428571432,0.012857142857142859,34.0,-163.14285714285714,16.085714285714285,-132.85714285714286,25.66666666666667,-0.017142857142857144,-0.008571428571428572,-0.004285714285714286,653.5714285714286,-9.857142857142858,-213.85714285714286,204.42857142857144,192.14285714285717,-0.027142857142857142,0.0,0.011428571428571429,-304.57142857142856,36.0,-63.663985312409196,21.609010455759176,-67.01381690730683,294.2857142857143,-556.4285714285714,-190.0,46.28928769051041,-156.33333333333334,-145.57142857142858,604.7142857142858,22.868173600017936,3.0,-4.285714285714286,7.249112128104313,18.337074428196527,1.1742749802373587,0.017142857142857144,0.002857142857142857,-0.02,-18.886049952635155,3.55811984911419,-93.99616708481614,1,0,0,0,0,1.543764287799341,-0.1721844969677225,0.9462281314584591,-0.3082388892096862,-0.1431124601865234,-0.21354460704231687,-0.04693156821547796
2011-12-05 11:23:57.038,-84.40838906,-70.91576678,11.379012121937784,471.66666666666674,513.0,333.0,-368.0,-122.66666666666669,109.66666666666669,-288.0,-0.02333333333333333,-0.02,0.02,34.0,-164.0,15.466666666666667,-133.0,25.66666666666667,-0.03,-0.02,0.0,653.3333333333334,-9.0,-214.66666666666663,203.3333333333333,191.66666666666663,-0.01,0.006666666666666667,0.02,-312.0,36.0,-63.76710261926035,21.08123604432978,-71.32203470099716,290.0,-552.0,-190.0,48.57295820128225,-156.33333333333334,-145.0,602.3333333333334,24.63064389666509,3.0,-3.333333333333333,7.641961783860037,19.030980370249775,1.3355349498358526,0.05666666666666665,0.006666666666666667,-0.013333333333333334,-19.22981579204997,4.04614970012841,-93.91780396850014,1,0,0,0,0,1.5461020271929553,-0.17503112203091045,0.9519107765631953,-0.32550326673000474,-0.15033045203531137,-0.19587665293382284,-0.03153235755630091
2011-12-05 11:23:57.288,-84.40838906,-70.91576678,14.81446687547159,473.25,512.75,332.75,-368.75,-123.0,110.75,-286.75,-0.022500000000000003,-0.005,-0.005,34.0,-164.0,15.375000000000002,-133.75,25.66666666666667,-0.03,-0.02,0.0,655.25,-11.25,-212.75,203.0,193.75,-0.0125,-0.01,0.022500000000000003,-309.5,36.0,-63.70720758888783,20.77453169998778,-74.58580984215654,290.0,-552.0,-190.0,46.93719137309068,-156.33333333333334,-145.0,601.75,23.151136012943414,3.0,-0.25,7.69882004991931,10.456524215974751,1.4447490399747058,0.017499999999999998,0.01,-0.015,-19.608025120453984,3.889877634470469,-93.88469931284966,1,0,0,0,0,1.5442648761923257,-0.17712016966899088,0.9516331069211512,-0.3345040455702914,-0.14952473505498715,-0.19532031969265762,-0.03497077240921601
2011-12-05 11:23:57.538,-84.40838906,-70.91576678,13.642933706772116,468.8,519.6,333.4,-363.6,-122.2,108.8,-287.8,-0.014000000000000002,-0.02,0.02,34.0,-164.0,15.14,-134.0,25.66666666666667,-0.03,-0.02,0.0,654.4,-11.6,-214.8,203.0,192.8,-0.01,-0.004,0.024,-310.8,36.0,-63.650410174286925,20.3595627731469,-72.49135151879452,290.0,-552.0,-190.0,48.95185855793197,-156.33333333333334,-144.2,602.2,20.653327530476407,3.0,-1.8,7.367186424393559,25.22023947851682,1.4129986549856826,-0.01,0.012,-0.028000000000000004,-19.01278044516807,4.186641612459971,-93.83075558427117,1,0,0,0,0,1.5367660933194904,-0.17107446874130786,0.9490197554974947,-0.32239989745467224,-0.11034467485320532,-0.2060375407492605,-0.05071244184483775
2011-12-05 11:23:57.788,-84.40838906,-70.91576678,9.044120186659043,468.2,513.0,334.0,-365.6,-121.6,110.8,-287.2,-0.016,-0.026000000000000002,0.012,34.0,-164.0,14.62,-134.0,25.66666666666667,-0.03,-0.02,0.0,656.6,-8.6,-214.0,203.8,192.6,-0.022000000000000002,-0.016,0.012,-309.4,36.0,-63.557746904337826,19.98284695249419,-71.83047563446908,290.0,-552.0,-190.0,47.816690026018684,-156.33333333333334,-144.0,604.6,21.003966220052845,3.0,-3.8,7.059262487246155,12.376864489091421,1.2778944935969667,0.008,0.0,-0.03,-17.92163913368268,4.346646183390515,-93.79484265970754,1,0,0,0,0,1.5291930957407658,-0.1709948706710942,0.9464280030627122,-0.30552211259467493,-0.08228548957623878,-0.20824948321210238,-0.05611645251249323
2011-12-05 11:23:58.038,-89.11725894000001,-41.91174256,36.29260732509986,473.33333333333326,516.5,332.6666666666667,-370.5,-122.33333333333331,109.83333333333331,-288.0,-0.01833333333333333,-0.016666666666666666,0.02333333333333333,34.0,-164.0,14.199999999999998,-135.0,25.66666666666667,0.11333333333333336,0.7866666666666666,-0.07833333333333332,651.6666666666666,-8.833333333333334,-213.5,202.66666666666663,193.16666666666663,-0.011666666666666669,-0.013333333333333334,0.025,-308.5,36.0,-63.48787684896512,19.647942335817028,-83.13928800142884,309.5,-542.1666666666666,-190.0,36.59834598996585,-156.33333333333334,-143.66666666666666,608.0,24.235955082292236,3.0,-2.1666666666666665,7.017101731081782,13.263300790985275,1.0091279237563575,0.021666666666666667,-0.0033333333333333327,-0.043333333333333335,-17.784172865822253,3.4601245658126385,-93.80009050671407,1,0,0,0,0,1.5100846209455518,-0.1630448258826561,0.9719063605867578,-0.21845677371190955,-0.11176200606613856,-0.18212432377887727,-0.032364463505518255
2011-12-05 11:23:58.288,-55.31745549,26.7420734725,80.3081246527735,467.75,511.5,330.75,-365.25,-120.75,111.0,-287.25,0.015,-0.015,0.005,34.0,-165.0,13.925,-135.0,4.0,-0.1475,0.5025,-0.052500000000000005,653.5,-9.75,-214.25,203.75,191.75,-0.015,-0.005,0.015,-302.5,36.0,-63.49851609810232,19.385610202535503,-87.65215715395927,371.25,-507.25,-20.0,33.207586830249525,10.5,-143.0,608.25,27.25979283815985,3.25,-5.5,7.076873087019319,35.76492300030105,0.8784516956436902,0.022500000000000003,-0.005,-0.0325,-18.478621098658543,3.450537976109624,-93.80290968227916,1,0,0,0,0,1.284707592851521,-0.09501682175293694,0.7197787622730963,0.03447051072761408,-0.128447835318741,-0.0009919937597377207,0.05926256780947488
2011-12-05 11:23:58.538,-59.6530972125,-4.147062387499998,94.74341966923396,471.5,515.0,334.25,-367.75,-122.25,110.0,-287.75,-0.0075000000000000015,-0.01,0.005,34.0,-164.75,13.975,-134.75,13.0,-0.14250000000000002,0.3725,-0.1375,652.75,-8.5,-212.5,204.25,193.5,-0.0225,-0.022500000000000003,0.01,-305.25,36.0,-63.476765979023526,19.223881882783896,-73.1179202426054,369.0,-503.25,-86.5,42.303639988993226,-52.5,-143.25,605.0,27.922497522370275,3.5,-2.75,7.101767662960106,-12.369167361997736,0.9639512682907956,0.02,0.01,-0.0275,-19.35982111846674,4.020462165791644,-93.79688328739583,1,0,0,0,0,1.3749162304664133,-0.1138468825385377,0.8457128572831868,-0.007378689633743854,-0.1735272683168288,-0.07513208194432487,0.04737579326916368
